adapted_decision,fold,label,participant_alias,prompt_group,shots,support_seed,zero_decision
True,0,1,P022,P3_vigil_plus_phrase,5,20260620,True
True,0,1,P022,P3_vigil_plus_phrase,5,20260620,True
True,0,1,P022,P3_vigil_plus_phrase,5,20260620,True
True,0,1,P022,P3_vigil_plus_phrase,5,20260620,True
True,0,1,P022,P3_vigil_plus_phrase,5,20260620,True
True,0,1,P022,P3_vigil_plus_phrase,5,20260620,True
True,0,1,P022,P3_vigil_plus_phrase,5,20260620,True
True,0,1,P022,P3_vigil_plus_phrase,5,20260620,True
True,0,1,P022,P3_vigil_plus_phrase,5,20260620,True
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
False,0,0,P022,P4_negative,5,20260620,False
True,0,1,P034,P1_vigil_only,5,20260620,True
True,0,1,P034,P2_phrase_plus_vigil,5,20260620,True
True,0,1,P034,P2_phrase_plus_vigil,5,20260620,True
True,0,1,P034,P3_vigil_plus_phrase,5,20260620,True
True,0,1,P034,P3_vigil_plus_phrase,5,20260620,True
True,0,1,P034,P3_vigil_plus_phrase,5,20260620,True
False,0,0,P034,P4_negative,5,20260620,False
False,0,0,P034,P4_negative,5,20260620,False
False,0,0,P034,P4_negative,5,20260620,False
False,0,0,P034,P4_negative,5,20260620,False
False,0,0,P034,P4_negative,5,20260620,False
False,0,0,P034,P4_negative,5,20260620,False
False,0,0,P034,P4_negative,5,20260620,False
False,0,0,P034,P4_negative,5,20260620,False
False,0,0,P034,P4_negative,5,20260620,False
False,0,0,P034,P4_negative,5,20260620,False
False,0,0,P034,P4_negative,5,20260620,False
False,0,0,P034,P4_negative,5,20260620,False
False,0,0,P034,P4_negative,5,20260620,False
False,0,0,P034,P4_negative,5,20260620,False
False,0,0,P034,P4_negative,5,20260620,False
True,0,1,P030,P1_vigil_only,3,20260621,True
True,0,1,P030,P3_vigil_plus_phrase,3,20260621,True
False,0,0,P030,P4_negative,3,20260621,False
False,0,0,P030,P4_negative,3,20260621,False
False,0,1,P012,P1_vigil_only,3,20260621,False
True,0,1,P012,P2_phrase_plus_vigil,3,20260621,True
True,0,1,P012,P2_phrase_plus_vigil,3,20260621,True
False,0,1,P012,P2_phrase_plus_vigil,3,20260621,False
True,0,1,P012,P2_phrase_plus_vigil,3,20260621,True
True,0,1,P012,P2_phrase_plus_vigil,3,20260621,True
True,0,1,P012,P3_vigil_plus_phrase,3,20260621,True
True,0,1,P012,P3_vigil_plus_phrase,3,20260621,True
True,0,1,P012,P3_vigil_plus_phrase,3,20260621,True
False,0,0,P012,P4_negative,3,20260621,False
False,0,0,P012,P4_negative,3,20260621,False
False,0,0,P012,P4_negative,3,20260621,False
False,0,0,P012,P4_negative,3,20260621,False
False,0,0,P012,P4_negative,3,20260621,False
False,0,0,P012,P4_negative,3,20260621,False
False,0,0,P012,P4_negative,3,20260621,False
False,0,0,P012,P4_negative,3,20260621,False
False,0,0,P012,P4_negative,3,20260621,False
False,0,0,P012,P4_negative,3,20260621,False
False,0,0,P012,P4_negative,3,20260621,False
False,0,0,P012,P4_negative,3,20260621,False
False,0,0,P012,P4_negative,3,20260621,False
False,0,0,P012,P4_negative,3,20260621,False
False,0,0,P012,P4_negative,3,20260621,False
False,0,0,P012,P4_negative,3,20260621,False
False,0,0,P012,P4_negative,3,20260621,False
False,0,0,P012,P4_negative,3,20260621,False
False,0,0,P012,P4_negative,3,20260621,False
True,0,1,P012,P3_vigil_plus_phrase,3,20260621,True
False,0,0,P012,P4_negative,3,20260621,False
True,0,1,P035,P1_vigil_only,3,20260621,True
False,0,1,P035,P1_vigil_only,3,20260621,False
True,0,1,P035,P1_vigil_only,3,20260621,True
True,0,1,P035,P2_phrase_plus_vigil,3,20260621,True
True,0,1,P035,P2_phrase_plus_vigil,3,20260621,True
True,0,1,P035,P2_phrase_plus_vigil,3,20260621,True
True,0,1,P035,P2_phrase_plus_vigil,3,20260621,True
True,0,1,P035,P3_vigil_plus_phrase,3,20260621,True
True,0,1,P035,P3_vigil_plus_phrase,3,20260621,True
True,0,1,P035,P3_vigil_plus_phrase,3,20260621,True
False,0,0,P035,P4_negative,3,20260621,False
False,0,0,P035,P4_negative,3,20260621,False
False,0,0,P035,P4_negative,3,20260621,False
False,0,0,P035,P4_negative,3,20260621,False
False,0,0,P035,P4_negative,3,20260621,False
False,0,0,P035,P4_negative,3,20260621,False
False,0,0,P035,P4_negative,3,20260621,False
False,0,0,P035,P4_negative,3,20260621,False
False,0,0,P035,P4_negative,3,20260621,False
False,0,0,P035,P4_negative,3,20260621,False
False,0,0,P035,P4_negative,3,20260621,False
False,0,0,P035,P4_negative,3,20260621,False
False,0,0,P035,P4_negative,3,20260621,False
False,0,0,P035,P4_negative,3,20260621,False
False,0,0,P035,P4_negative,3,20260621,False
True,0,1,P020,P1_vigil_only,3,20260621,True
True,0,1,P020,P1_vigil_only,3,20260621,True
True,0,1,P020,P1_vigil_only,3,20260621,True
True,0,1,P020,P2_phrase_plus_vigil,3,20260621,True
True,0,1,P020,P2_phrase_plus_vigil,3,20260621,True
True,0,1,P020,P2_phrase_plus_vigil,3,20260621,True
True,0,1,P020,P2_phrase_plus_vigil,3,20260621,True
True,0,1,P020,P2_phrase_plus_vigil,3,20260621,True
True,0,1,P020,P2_phrase_plus_vigil,3,20260621,True
True,0,1,P020,P3_vigil_plus_phrase,3,20260621,True
True,0,1,P020,P3_vigil_plus_phrase,3,20260621,True
False,0,0,P020,P4_negative,3,20260621,False
False,0,0,P020,P4_negative,3,20260621,False
False,0,0,P020,P4_negative,3,20260621,False
False,0,0,P020,P4_negative,3,20260621,False
False,0,0,P020,P4_negative,3,20260621,False
False,0,0,P020,P4_negative,3,20260621,False
False,0,0,P020,P4_negative,3,20260621,False
False,0,0,P020,P4_negative,3,20260621,False
False,0,0,P020,P4_negative,3,20260621,False
False,0,0,P020,P4_negative,3,20260621,False
False,0,0,P020,P4_negative,3,20260621,False
False,0,0,P020,P4_negative,3,20260621,False
False,0,0,P020,P4_negative,3,20260621,False
False,0,0,P020,P4_negative,3,20260621,False
False,0,0,P020,P4_negative,3,20260621,False
False,0,0,P020,P4_negative,3,20260621,False
False,0,0,P020,P4_negative,3,20260621,False
False,0,0,P020,P4_negative,3,20260621,False
False,0,0,P020,P4_negative,3,20260621,False
False,0,0,P020,P4_negative,3,20260621,False
